week_start,launch_week_number,sku_id,channel_id,lifecycle_phase,launch_scenario,weather_scenario,pre_weather_units,weather_adjustment_pct,weather_adjusted_units,analytical_baseline_units,launch_checkpoint_flag,launch_checkpoint_name,forecast_version,provenance
2026-10-12,7,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,78.89,0.0,78.89,78.89,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,105.18,0.0,105.18,105.18,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,131.48,0.0,131.48,131.48,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,WHOLESALE,RAMP,BASE,MILD,105.18,-0.04,100.97,100.97,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-12,7,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,105.18,0.056,111.07,111.07,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,ECOM,RAMP,LOW,NORMAL,184.89,0.0,184.89,184.89,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,ECOM,RAMP,BASE,NORMAL,246.52,0.0,246.52,246.52,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,ECOM,RAMP,HIGH,NORMAL,308.15,0.0,308.15,308.15,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,ECOM,RAMP,BASE,MILD,246.52,-0.04,236.66,236.66,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,ECOM,RAMP,BASE,SEVERE,246.52,0.056,260.33,260.33,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,RETAIL,RAMP,LOW,NORMAL,143.8,0.0,143.8,143.8,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,RETAIL,RAMP,BASE,NORMAL,191.74,0.0,191.74,191.74,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,RETAIL,RAMP,HIGH,NORMAL,239.67,0.0,239.67,239.67,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,RETAIL,RAMP,BASE,MILD,191.74,-0.04,184.07,184.07,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,RETAIL,RAMP,BASE,SEVERE,191.74,0.056,202.48,202.48,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,82.17,0.0,82.17,82.17,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,109.56,0.0,109.56,109.56,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,136.96,0.0,136.96,136.96,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,WHOLESALE,RAMP,BASE,MILD,109.56,-0.04,105.18,105.18,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-19,8,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,109.56,0.056,115.7,115.7,1,W8,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,ECOM,RAMP,LOW,NORMAL,200.97,0.0,200.97,200.97,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,ECOM,RAMP,BASE,NORMAL,267.96,0.0,267.96,267.96,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,ECOM,RAMP,HIGH,NORMAL,334.95,0.0,334.95,334.95,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,ECOM,RAMP,BASE,MILD,267.96,-0.04,257.24,257.24,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,ECOM,RAMP,BASE,SEVERE,267.96,0.056,282.96,282.96,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,RETAIL,RAMP,LOW,NORMAL,156.31,0.0,156.31,156.31,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,RETAIL,RAMP,BASE,NORMAL,208.41,0.0,208.41,208.41,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,RETAIL,RAMP,HIGH,NORMAL,260.51,0.0,260.51,260.51,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,RETAIL,RAMP,BASE,MILD,208.41,-0.04,200.07,200.07,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,RETAIL,RAMP,BASE,SEVERE,208.41,0.056,220.08,220.08,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,89.32,0.0,89.32,89.32,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,119.09,0.0,119.09,119.09,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,148.86,0.0,148.86,148.86,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,WHOLESALE,RAMP,BASE,MILD,119.09,-0.04,114.33,114.33,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-10-26,9,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,119.09,0.056,125.76,125.76,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,ECOM,RAMP,LOW,NORMAL,244.76,0.0,244.76,244.76,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,ECOM,RAMP,BASE,NORMAL,326.35,0.0,326.35,326.35,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,ECOM,RAMP,HIGH,NORMAL,407.93,0.0,407.93,407.93,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,ECOM,RAMP,BASE,MILD,326.35,-0.04,313.29,313.29,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,ECOM,RAMP,BASE,SEVERE,326.35,0.056,344.62,344.62,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,RETAIL,RAMP,LOW,NORMAL,190.37,0.0,190.37,190.37,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,RETAIL,RAMP,BASE,NORMAL,253.82,0.0,253.82,253.82,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,RETAIL,RAMP,HIGH,NORMAL,317.28,0.0,317.28,317.28,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,RETAIL,RAMP,BASE,MILD,253.82,-0.04,243.67,243.67,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,RETAIL,RAMP,BASE,SEVERE,253.82,0.056,268.04,268.04,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,108.78,0.0,108.78,108.78,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,145.04,0.0,145.04,145.04,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,181.3,0.0,181.3,181.3,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,WHOLESALE,RAMP,BASE,MILD,145.04,-0.04,139.24,139.24,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-02,10,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,145.04,0.056,153.16,153.16,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,ECOM,RAMP,LOW,NORMAL,253.82,0.0,253.82,253.82,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,ECOM,RAMP,BASE,NORMAL,338.43,0.0,338.43,338.43,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,ECOM,RAMP,HIGH,NORMAL,423.04,0.0,423.04,423.04,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,ECOM,RAMP,BASE,MILD,338.43,-0.04,324.89,324.89,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,ECOM,RAMP,BASE,SEVERE,338.43,0.056,357.38,357.38,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,RETAIL,RAMP,LOW,NORMAL,197.42,0.0,197.42,197.42,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,RETAIL,RAMP,BASE,NORMAL,263.22,0.0,263.22,263.22,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,RETAIL,RAMP,HIGH,NORMAL,329.03,0.0,329.03,329.03,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,RETAIL,RAMP,BASE,MILD,263.22,-0.04,252.7,252.7,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,RETAIL,RAMP,BASE,SEVERE,263.22,0.056,277.97,277.97,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,112.81,0.0,112.81,112.81,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,150.41,0.0,150.41,150.41,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,188.02,0.0,188.02,188.02,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,WHOLESALE,RAMP,BASE,MILD,150.41,-0.04,144.4,144.4,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-09,11,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,150.41,0.056,158.84,158.84,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,ECOM,RAMP,LOW,NORMAL,262.89,0.0,262.89,262.89,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,ECOM,RAMP,BASE,NORMAL,350.52,0.0,350.52,350.52,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,ECOM,RAMP,HIGH,NORMAL,438.15,0.0,438.15,438.15,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,ECOM,RAMP,BASE,MILD,350.52,-0.04,336.5,336.5,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,ECOM,RAMP,BASE,SEVERE,350.52,0.056,370.15,370.15,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,RETAIL,RAMP,LOW,NORMAL,204.47,0.0,204.47,204.47,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,RETAIL,RAMP,BASE,NORMAL,272.63,0.0,272.63,272.63,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,RETAIL,RAMP,HIGH,NORMAL,340.78,0.0,340.78,340.78,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,RETAIL,RAMP,BASE,MILD,272.63,-0.04,261.72,261.72,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,RETAIL,RAMP,BASE,SEVERE,272.63,0.056,287.89,287.89,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,116.84,0.0,116.84,116.84,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,155.79,0.0,155.79,155.79,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,194.73,0.0,194.73,194.73,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,WHOLESALE,RAMP,BASE,MILD,155.79,-0.04,149.55,149.55,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-16,12,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,155.79,0.056,164.51,164.51,0,,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,ECOM,RAMP,LOW,NORMAL,271.95,0.0,271.95,271.95,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,ECOM,RAMP,BASE,NORMAL,362.61,0.0,362.61,362.61,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,ECOM,RAMP,HIGH,NORMAL,453.26,0.0,453.26,453.26,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,ECOM,RAMP,BASE,MILD,362.61,-0.04,348.1,348.1,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,ECOM,RAMP,BASE,SEVERE,362.61,0.056,382.91,382.91,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,RETAIL,RAMP,LOW,NORMAL,211.52,0.0,211.52,211.52,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,RETAIL,RAMP,BASE,NORMAL,282.03,0.0,282.03,282.03,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,RETAIL,RAMP,HIGH,NORMAL,352.53,0.0,352.53,352.53,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,RETAIL,RAMP,BASE,MILD,282.03,-0.04,270.75,270.75,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,RETAIL,RAMP,BASE,SEVERE,282.03,0.056,297.82,297.82,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,WHOLESALE,RAMP,LOW,NORMAL,120.87,0.0,120.87,120.87,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,WHOLESALE,RAMP,BASE,NORMAL,161.16,0.0,161.16,161.16,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,WHOLESALE,RAMP,HIGH,NORMAL,201.45,0.0,201.45,201.45,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,WHOLESALE,RAMP,BASE,MILD,161.16,-0.04,154.71,154.71,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
2026-11-23,13,HIS-001,WHOLESALE,RAMP,BASE,SEVERE,161.16,0.056,170.18,170.18,1,W13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
