planning_cycle,forecast_as_of_date,planning_month,month_index,horizon_month_number,sku_id,channel_id,lifecycle_phase,launch_scenario,weather_scenario,pre_weather_units,weather_adjustment_pct,weather_adjusted_units,analytical_baseline_units,forecast_version,provenance
CYCLE_01_2026-08,2026-08-24,2027-02,6,6,HIS-001,WHOLESALE,NORMALIZATION,HIGH,NORMAL,705.98,0.0,705.98,705.98,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-02,6,6,HIS-001,WHOLESALE,NORMALIZATION,LOW,NORMAL,423.6,0.0,423.6,423.6,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,ECOM,NORMALIZATION,BASE,MILD,1058.96,-0.04,1016.61,1016.61,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,ECOM,NORMALIZATION,BASE,NORMAL,1058.96,0.0,1058.96,1058.96,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,ECOM,NORMALIZATION,BASE,SEVERE,1058.96,0.056,1118.25,1118.25,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,ECOM,NORMALIZATION,HIGH,NORMAL,1323.7,0.0,1323.7,1323.7,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,ECOM,NORMALIZATION,LOW,NORMAL,794.22,0.0,794.22,794.22,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,RETAIL,NORMALIZATION,BASE,MILD,823.62,-0.04,790.67,790.67,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,RETAIL,NORMALIZATION,BASE,NORMAL,823.62,0.0,823.62,823.62,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,RETAIL,NORMALIZATION,BASE,SEVERE,823.62,0.056,869.74,869.74,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,RETAIL,NORMALIZATION,HIGH,NORMAL,1029.53,0.0,1029.53,1029.53,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,RETAIL,NORMALIZATION,LOW,NORMAL,617.74,0.0,617.74,617.74,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,WHOLESALE,NORMALIZATION,BASE,MILD,470.65,-0.04,451.81,451.81,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,WHOLESALE,NORMALIZATION,BASE,NORMAL,470.65,0.0,470.65,470.65,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,WHOLESALE,NORMALIZATION,BASE,SEVERE,470.65,0.056,497.0,497.0,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,WHOLESALE,NORMALIZATION,HIGH,NORMAL,588.31,0.0,588.31,588.31,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-03,7,7,HIS-001,WHOLESALE,NORMALIZATION,LOW,NORMAL,353.0,0.0,353.0,353.0,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,ECOM,NORMALIZATION,BASE,MILD,1063.57,-0.04,1021.03,1021.03,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,ECOM,NORMALIZATION,BASE,NORMAL,1063.57,0.0,1063.57,1063.57,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,ECOM,NORMALIZATION,BASE,SEVERE,1063.57,0.056,1123.13,1123.13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,ECOM,NORMALIZATION,HIGH,NORMAL,1329.47,0.0,1329.47,1329.47,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,ECOM,NORMALIZATION,LOW,NORMAL,797.68,0.0,797.68,797.68,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,RETAIL,NORMALIZATION,BASE,MILD,827.2,-0.04,794.13,794.13,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,RETAIL,NORMALIZATION,BASE,NORMAL,827.2,0.0,827.2,827.2,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,RETAIL,NORMALIZATION,BASE,SEVERE,827.2,0.056,873.55,873.55,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,RETAIL,NORMALIZATION,HIGH,NORMAL,1034.01,0.0,1034.01,1034.01,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,RETAIL,NORMALIZATION,LOW,NORMAL,620.43,0.0,620.43,620.43,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,WHOLESALE,NORMALIZATION,BASE,MILD,472.7,-0.04,453.77,453.77,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,WHOLESALE,NORMALIZATION,BASE,NORMAL,472.7,0.0,472.7,472.7,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,WHOLESALE,NORMALIZATION,BASE,SEVERE,472.7,0.056,499.16,499.16,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,WHOLESALE,NORMALIZATION,HIGH,NORMAL,590.87,0.0,590.87,590.87,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-04,8,8,HIS-001,WHOLESALE,NORMALIZATION,LOW,NORMAL,354.54,0.0,354.54,354.54,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,ECOM,NORMALIZATION,BASE,MILD,677.54,-0.04,650.44,650.44,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,ECOM,NORMALIZATION,BASE,NORMAL,677.54,0.0,677.54,677.54,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,ECOM,NORMALIZATION,BASE,SEVERE,677.54,0.056,715.48,715.48,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,ECOM,NORMALIZATION,HIGH,NORMAL,846.91,0.0,846.91,846.91,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,ECOM,NORMALIZATION,LOW,NORMAL,508.14,0.0,508.14,508.14,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,RETAIL,NORMALIZATION,BASE,MILD,526.98,-0.04,505.9,505.9,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,RETAIL,NORMALIZATION,BASE,NORMAL,526.98,0.0,526.98,526.98,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,RETAIL,NORMALIZATION,BASE,SEVERE,526.98,0.056,556.47,556.47,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,RETAIL,NORMALIZATION,HIGH,NORMAL,658.7,0.0,658.7,658.7,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,RETAIL,NORMALIZATION,LOW,NORMAL,395.23,0.0,395.23,395.23,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,WHOLESALE,NORMALIZATION,BASE,MILD,301.12,-0.04,289.08,289.08,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,WHOLESALE,NORMALIZATION,BASE,NORMAL,301.12,0.0,301.12,301.12,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,WHOLESALE,NORMALIZATION,BASE,SEVERE,301.12,0.056,317.99,317.99,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,WHOLESALE,NORMALIZATION,HIGH,NORMAL,376.42,0.0,376.42,376.42,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-05,9,9,HIS-001,WHOLESALE,NORMALIZATION,LOW,NORMAL,225.86,0.0,225.86,225.86,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,ECOM,NORMALIZATION,BASE,MILD,588.44,-0.04,564.89,564.89,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,ECOM,NORMALIZATION,BASE,NORMAL,588.44,0.0,588.44,588.44,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,ECOM,NORMALIZATION,BASE,SEVERE,588.44,0.056,621.4,621.4,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,ECOM,NORMALIZATION,HIGH,NORMAL,735.53,0.0,735.53,735.53,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,ECOM,NORMALIZATION,LOW,NORMAL,441.31,0.0,441.31,441.31,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,RETAIL,NORMALIZATION,BASE,MILD,457.67,-0.04,439.36,439.36,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,RETAIL,NORMALIZATION,BASE,NORMAL,457.67,0.0,457.67,457.67,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,RETAIL,NORMALIZATION,BASE,SEVERE,457.67,0.056,483.3,483.3,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,RETAIL,NORMALIZATION,HIGH,NORMAL,572.08,0.0,572.08,572.08,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,RETAIL,NORMALIZATION,LOW,NORMAL,343.25,0.0,343.25,343.25,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,WHOLESALE,NORMALIZATION,BASE,MILD,261.51,-0.04,251.06,251.06,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,WHOLESALE,NORMALIZATION,BASE,NORMAL,261.51,0.0,261.51,261.51,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,WHOLESALE,NORMALIZATION,BASE,SEVERE,261.51,0.056,276.16,276.16,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,WHOLESALE,NORMALIZATION,HIGH,NORMAL,326.9,0.0,326.9,326.9,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-06,10,10,HIS-001,WHOLESALE,NORMALIZATION,LOW,NORMAL,196.16,0.0,196.16,196.16,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,680.45,-0.04,653.22,653.22,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,680.45,0.0,680.45,680.45,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,680.45,0.056,718.53,718.53,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,850.54,0.0,850.54,850.54,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,510.32,0.0,510.32,510.32,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,529.24,-0.0401,508.04,508.04,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,529.24,0.0,529.24,529.24,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,529.24,0.056,558.86,558.86,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,661.53,0.0,661.53,661.53,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,396.92,0.0,396.92,396.92,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,302.41,-0.04,290.31,290.31,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,302.41,0.0,302.41,302.41,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,302.41,0.056,319.36,319.36,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,378.03,0.0,378.03,378.03,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-07,11,11,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,226.83,0.0,226.83,226.83,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,MILD,605.4,-0.04,581.17,581.17,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,NORMAL,605.4,0.0,605.4,605.4,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,ECOM,SECOND-SEASON / MATURATION,BASE,SEVERE,605.4,0.056,639.3,639.3,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,ECOM,SECOND-SEASON / MATURATION,HIGH,NORMAL,756.74,0.0,756.74,756.74,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,454.04,0.0,454.04,454.04,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,470.86,-0.04,452.03,452.03,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,470.86,0.0,470.86,470.86,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,470.86,0.056,497.23,497.23,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,588.58,0.0,588.58,588.58,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2027-08,12,12,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,353.15,0.0,353.15,353.15,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
